trace_id,task_id,repo,solver_alias,source_harness,model_hint,role,resolved,n_events,n_actions,search_no_new_evidence_rate,redundant_reread_rate,oversized_then_narrow_read_rate,no_evidence_patch_churn_rate,post_edit_test_gap,fraction_actions_in_no_new_evidence_streaks,tool_error_rate,environment_setup_rate,cnt_search_call_count,cnt_read_call_count,cnt_edit_count,cnt_test_count,cnt_n_actions,cnt_n_steps,cnt_exact_repeated_search_count,cnt_same_file_reedit_count,cnt_no_evidence_reedit_count,cnt_tool_error_count,cnt_environment_setup_event_count,cnt_longest_no_new_evidence_streak,cnt_unique_files_read,cnt_unique_files_modified,cnt_candidate_files_discovered,miss_search_no_new_evidence_rate,miss_redundant_reread_rate,miss_oversized_then_narrow_read_rate,miss_no_evidence_patch_churn_rate,miss_post_edit_test_gap,miss_fraction_actions_in_no_new_evidence_streaks,miss_tool_error_rate,miss_environment_setup_rate,total_tokens_proxy
django__django-13128@solver_F,django__django-13128,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,38,38,0.7143,0.6,0.1,0.3333,,0.0526,0.0,0.0,7,10,3,1,38,38,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,32.0,False,False,False,False,True,False,False,False,38
django__django-13158@solver_F,django__django-13158,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,27,27,1.0,0.5556,0.0,0.0,,0.037,0.0741,0.0,8,9,1,0,27,27,1.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,False,False,False,False,True,False,False,False,27
django__django-13195@solver_F,django__django-13195,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,22,22,0.3333,0.3333,0.0,0.0,,0.0455,0.1364,0.0,3,3,1,1,22,22,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,5.0,False,False,False,False,True,False,False,False,22
django__django-13212@solver_F,django__django-13212,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,39,39,1.0,0.6364,0.0909,0.8889,,0.0769,0.0256,0.0,4,11,9,1,39,39,0.0,8.0,8.0,1.0,0.0,1.0,4.0,1.0,0.0,False,False,False,False,True,False,False,False,39
django__django-13279@solver_F,django__django-13279,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,26,26,0.6667,0.5,0.5,0.0,4.0,0.0769,0.0769,0.0,6,2,1,1,26,26,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,10.0,False,False,False,False,False,False,False,False,26
django__django-13297@solver_F,django__django-13297,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,28,28,0.5714,0.625,0.125,0.0,8.0,0.0357,0.1071,0.0,7,8,2,1,28,28,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,10.0,False,False,False,False,False,False,False,False,28
django__django-13315@solver_F,django__django-13315,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,45,45,0.7692,0.5455,0.0,0.25,,0.0222,0.0222,0.0,13,11,4,1,45,45,0.0,2.0,1.0,1.0,0.0,1.0,5.0,2.0,22.0,False,False,False,False,True,False,False,False,45
django__django-13343@solver_F,django__django-13343,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,25,25,0.5,0.6667,0.3333,0.3333,,0.04,0.08,0.0,6,3,3,0,25,25,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,11.0,False,False,False,False,True,False,False,False,25
django__django-13344@solver_F,django__django-13344,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,75,73,0.7,0.5217,0.0435,0.2632,,0.0137,0.0137,0.0,10,23,19,0,73,75,1.0,14.0,5.0,1.0,0.0,1.0,10.0,5.0,34.0,False,False,False,False,True,False,False,False,73
django__django-13346@solver_F,django__django-13346,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,40,40,0.7143,0.7857,0.0714,0.2857,,0.075,0.025,0.0,7,14,7,1,40,40,0.0,4.0,2.0,1.0,0.0,1.0,3.0,3.0,14.0,False,False,False,False,True,False,False,False,40
django__django-13363@solver_F,django__django-13363,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,16,16,0.8,0.0,0.0,0.0,,0.0625,0.25,0.0,5,1,1,0,16,16,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,17.0,False,False,False,False,True,False,False,False,16
django__django-13401@solver_F,django__django-13401,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,17,17,1.0,0.5,0.0,0.0,,0.0588,0.0588,0.0,5,2,4,1,17,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,False,False,False,False,True,False,False,False,17
django__django-13406@solver_F,django__django-13406,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,62,62,1.0,0.7391,0.0,0.0,18.0,0.1129,0.0484,0.0,18,23,4,1,62,62,0.0,0.0,0.0,3.0,0.0,2.0,6.0,4.0,0.0,False,False,False,False,False,False,False,False,62
django__django-13410@solver_F,django__django-13410,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,6,6,,0.0,0.0,0.0,,0.0,0.1667,0.0,0,1,1,0,6,6,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,True,False,False,False,True,False,False,False,6
django__django-13417@solver_F,django__django-13417,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,35,35,0.8182,0.5,0.0,0.0,,0.0857,0.0571,0.0,11,8,2,0,35,35,1.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,24.0,False,False,False,False,True,False,False,False,35
django__django-13449@solver_F,django__django-13449,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,53,53,0.9231,0.6364,0.0,0.4286,,0.1887,0.0,0.0,13,11,14,1,53,53,0.0,12.0,6.0,0.0,0.0,3.0,4.0,2.0,1.0,False,False,False,False,True,False,False,False,53
django__django-13512@solver_F,django__django-13512,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,16,16,0.5,0.3333,0.0,0.0,2.0,0.0,0.125,0.0,4,3,1,1,16,16,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,22.0,False,False,False,False,False,False,False,False,16
django__django-13513@solver_F,django__django-13513,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,28,28,0.25,0.5,0.0,,,0.0714,0.0714,0.0,4,4,0,1,28,28,0.0,,,2.0,0.0,2.0,2.0,,5.0,False,False,False,True,True,False,False,False,28
django__django-13516@solver_F,django__django-13516,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,13,13,0.75,0.0,0.0,0.0,2.0,0.0769,0.1538,0.0,4,1,1,1,13,13,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,13
django__django-13551@solver_F,django__django-13551,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,15,15,0.5,0.25,0.0,0.0,,0.0667,0.0667,0.0,2,4,2,1,15,15,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,False,False,False,False,True,False,False,False,15
django__django-13568@solver_F,django__django-13568,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,24,24,0.75,0.6,0.4,0.0,,0.0417,0.125,0.0,4,5,3,1,24,24,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,False,False,False,False,True,False,False,False,24
django__django-13569@solver_F,django__django-13569,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,42,42,0.6,0.6667,0.0,0.0,3.0,0.0714,0.1429,0.0,10,6,5,1,42,42,0.0,3.0,0.0,6.0,0.0,1.0,2.0,2.0,16.0,False,False,False,False,False,False,False,False,42
django__django-13590@solver_F,django__django-13590,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,23,23,0.75,0.6667,0.0,0.0,,0.0435,0.1739,0.0,4,3,3,0,23,23,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,True,False,False,False,23
django__django-13658@solver_F,django__django-13658,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,5,5,1.0,,,0.0,,0.0,0.0,0.0,1,0,1,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,False,True,True,False,True,False,False,False,5
django__django-13670@solver_F,django__django-13670,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,7,7,1.0,0.0,0.0,0.0,,0.0,0.1429,0.0,1,1,1,0,7,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,True,False,False,False,7
django__django-13741@solver_F,django__django-13741,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,20,20,0.75,0.6667,0.0,0.5,,0.0,0.15,0.0,4,6,2,1,20,20,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,False,False,False,False,True,False,False,False,20
django__django-13786@solver_F,django__django-13786,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,11,11,1.0,0.5,0.0,0.0,2.0,0.0,0.1818,0.0,1,2,1,1,11,11,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,11
django__django-13794@solver_F,django__django-13794,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,43,43,1.0,0.6667,0.0,0.4545,,0.0698,0.1628,0.0,4,6,11,1,43,43,0.0,10.0,5.0,7.0,0.0,1.0,2.0,1.0,0.0,False,False,False,False,True,False,False,False,43
django__django-13807@solver_F,django__django-13807,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,15,15,0.6667,0.3333,0.0,0.0,3.0,0.0,0.1333,0.0,3,3,1,1,15,15,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,False,False,False,False,False,False,False,False,15
django__django-13809@solver_F,django__django-13809,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,58,58,0.7692,0.6111,0.0,0.1,,0.069,0.0517,0.0,13,18,10,1,58,58,0.0,7.0,1.0,3.0,0.0,1.0,7.0,3.0,15.0,False,False,False,False,True,False,False,False,58
django__django-13810@solver_F,django__django-13810,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,17,17,0.5,0.6667,0.3333,0.0,2.0,0.0,0.1176,0.0,2,3,1,2,17,17,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,17
django__django-13820@solver_F,django__django-13820,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,9,9,1.0,0.5,0.0,0.0,2.0,0.0,0.1111,0.0,1,2,1,1,9,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,9
django__django-13821@solver_F,django__django-13821,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,41,41,0.6,0.1818,0.0,0.0,3.0,0.1463,0.0244,0.0,15,11,4,2,41,41,1.0,0.0,0.0,1.0,0.0,2.0,9.0,4.0,20.0,False,False,False,False,False,False,False,False,41
django__django-13837@solver_F,django__django-13837,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,33,33,0.3333,0.625,0.125,0.0,,0.0,0.1212,0.0,3,8,2,1,33,33,0.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,False,False,False,False,True,False,False,False,33
django__django-13925@solver_F,django__django-13925,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,52,52,0.9231,0.7273,0.0,0.6,1.0,0.0769,0.0192,0.0,13,11,5,5,52,52,0.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,False,False,False,False,False,False,False,False,52
django__django-13933@solver_F,django__django-13933,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,55,55,0.6667,0.6,0.0,0.0909,,0.0,0.0909,0.0,15,15,11,0,55,55,3.0,6.0,1.0,5.0,0.0,0.0,6.0,5.0,105.0,False,False,False,False,True,False,False,False,55
django__django-13964@solver_F,django__django-13964,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,45,45,0.5,0.6364,0.0909,0.5,2.0,0.0667,0.0444,0.0,6,11,4,1,45,45,0.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,34.0,False,False,False,False,False,False,False,False,45
django__django-14007@solver_F,django__django-14007,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,50,50,0.8125,0.3571,0.0,0.0,2.0,0.08,0.06,0.0,16,14,5,1,50,50,0.0,2.0,0.0,3.0,0.0,2.0,9.0,3.0,10.0,False,False,False,False,False,False,False,False,50
django__django-14011@solver_F,django__django-14011,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,27,27,0.6667,0.6667,0.1667,0.0,,0.037,0.1111,0.0,3,12,2,0,27,27,0.0,0.0,0.0,3.0,0.0,1.0,4.0,2.0,6.0,False,False,False,False,True,False,False,False,27
django__django-14017@solver_F,django__django-14017,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,18,17,1.0,0.6667,0.1667,0.0,2.0,0.0,0.0588,0.0,2,6,2,1,17,18,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,False,False,False,False,False,False,False,False,17
django__django-14034@solver_F,django__django-14034,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,26,26,0.8,0.6,0.0,0.3333,,0.0,0.1538,0.0,5,5,3,1,26,26,1.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,False,False,False,False,True,False,False,False,26
django__django-14053@solver_F,django__django-14053,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,54,54,0.6667,0.4286,0.0,0.3333,,0.2778,0.037,0.0,6,7,6,1,54,54,0.0,4.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,False,False,False,False,True,False,False,False,54
django__django-14089@solver_F,django__django-14089,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,11,11,0.5,0.0,0.0,0.0,2.0,0.0,0.0909,0.0,2,1,1,2,11,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,False,False,False,False,False,False,False,False,11
django__django-14122@solver_F,django__django-14122,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,42,42,0.8462,0.6667,0.1111,0.0,2.0,0.0952,0.0,0.0,13,9,2,1,42,42,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,11.0,False,False,False,False,False,False,False,False,42
django__django-14140@solver_F,django__django-14140,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,8,8,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,1,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,8
django__django-14155@solver_F,django__django-14155,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,28,28,0.6,0.4286,0.0,0.6667,,0.0714,0.1071,0.0,5,7,3,0,28,28,1.0,2.0,2.0,3.0,0.0,1.0,4.0,1.0,9.0,False,False,False,False,True,False,False,False,28
django__django-14170@solver_F,django__django-14170,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,38,38,0.3333,0.7273,0.0,0.0,,0.1316,0.0789,0.0,3,11,5,1,38,38,0.0,3.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,False,False,False,False,True,False,False,False,38
django__django-14238@solver_F,django__django-14238,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,8,8,1.0,0.0,0.0,0.0,2.0,0.0,0.125,0.0,1,1,1,1,8,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,8
django__django-14311@solver_F,django__django-14311,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,23,23,0.4,0.0,0.0,0.0,1.0,0.0,0.087,0.0,5,1,1,1,23,23,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,False,False,False,False,False,False,False,False,23
django__django-14315@solver_F,django__django-14315,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,26,26,0.75,0.5,0.0,0.0,,0.0769,0.1154,0.0,4,8,3,1,26,26,0.0,1.0,0.0,3.0,0.0,1.0,4.0,2.0,2.0,False,False,False,False,True,False,False,False,26
django__django-14349@solver_F,django__django-14349,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,14,14,0.5,0.0,0.0,0.0,4.0,0.0,0.1429,0.0714,2,1,1,2,14,14,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,14
django__django-14351@solver_F,django__django-14351,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,76,75,0.9677,0.6774,0.0323,0.0,6.0,0.04,0.04,0.0,31,31,4,1,75,76,1.0,1.0,0.0,3.0,0.0,2.0,10.0,3.0,3.0,False,False,False,False,False,False,False,False,75
django__django-14373@solver_F,django__django-14373,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,6,6,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,True,False,False,False,6
django__django-14376@solver_F,django__django-14376,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,4,4,,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,1,0,4,4,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,True,False,False,False,True,False,False,False,4
django__django-14404@solver_F,django__django-14404,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,17,17,0.75,0.3333,0.0,0.5,1.0,0.0588,0.0588,0.0,4,3,2,1,17,17,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,False,False,False,False,False,False,False,False,17
django__django-14434@solver_F,django__django-14434,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,35,35,0.9,,,0.0,,0.1429,0.0286,0.0,10,0,3,0,35,35,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,3.0,False,True,True,False,True,False,False,False,35
django__django-14493@solver_F,django__django-14493,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,13,13,,0.6667,0.0,0.0,,0.0,0.1538,0.0,0,3,2,1,13,13,,1.0,0.0,2.0,0.0,0.0,1.0,1.0,,True,False,False,False,True,False,False,False,13
django__django-14500@solver_F,django__django-14500,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,44,44,0.6667,0.5,0.0,0.25,,0.0909,0.0455,0.0,9,14,4,1,44,44,0.0,2.0,1.0,2.0,0.0,3.0,7.0,2.0,68.0,False,False,False,False,True,False,False,False,44
django__django-14534@solver_F,django__django-14534,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,41,41,1.0,0.4,0.0,0.0,,0.0732,0.2195,0.0,8,5,3,1,41,41,1.0,2.0,0.0,9.0,0.0,1.0,3.0,1.0,0.0,False,False,False,False,True,False,False,False,41
django__django-14539@solver_F,django__django-14539,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,16,16,0.5,0.0,0.0,0.0,1.0,0.0,0.0625,0.0,2,1,2,1,16,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,False,False,False,False,False,False,False,False,16
django__django-14559@solver_F,django__django-14559,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,14,14,0.75,0.0,0.0,0.5,4.0,0.0,0.1429,0.0,4,1,2,1,14,14,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,False,False,False,False,False,False,False,False,14
django__django-14580@solver_F,django__django-14580,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,20,20,0.75,0.0,0.0,0.0,,0.0,0.2,0.0,4,2,1,0,20,20,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,False,False,False,False,True,False,False,False,20
django__django-14608@solver_F,django__django-14608,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,38,37,0.8,0.4,0.0,0.5,,0.1622,0.1081,0.0,10,10,2,1,37,38,2.0,1.0,1.0,4.0,0.0,1.0,6.0,1.0,2.0,False,False,False,False,True,False,False,False,37
django__django-14631@solver_F,django__django-14631,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,68,68,0.7895,0.8,0.05,0.3333,,0.1324,0.1471,0.0,19,20,6,1,68,68,1.0,3.0,2.0,10.0,0.0,2.0,4.0,3.0,33.0,False,False,False,False,True,False,False,False,68
django__django-14672@solver_F,django__django-14672,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,11,11,1.0,0.0,0.0,0.0,2.0,0.0909,0.0909,0.0,1,1,1,1,11,11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,11
django__django-14725@solver_F,django__django-14725,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,76,75,0.9375,0.8333,0.0667,0.1818,,0.24,0.0267,0.0,16,30,11,1,75,76,1.0,9.0,2.0,2.0,0.0,7.0,5.0,2.0,4.0,False,False,False,False,True,False,False,False,75
django__django-14752@solver_F,django__django-14752,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,10,10,,0.5,0.0,0.5,,0.1,0.3,0.0,0,2,2,0,10,10,,1.0,1.0,3.0,0.0,1.0,1.0,1.0,,True,False,False,False,True,False,False,False,10
django__django-14765@solver_F,django__django-14765,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,12,12,0.6,0.0,0.0,0.0,5.0,0.0,0.0833,0.0,5,1,1,1,12,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,False,False,False,False,False,False,False,False,12
django__django-14771@solver_F,django__django-14771,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,20,20,0.8,0.6667,0.3333,0.0,3.0,0.1,0.1,0.0,5,3,1,2,20,20,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,14.0,False,False,False,False,False,False,False,False,20
django__django-14787@solver_F,django__django-14787,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,12,12,0.0,0.5,0.5,0.0,2.0,0.0,0.1667,0.0,1,2,2,1,12,12,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,13.0,False,False,False,False,False,False,False,False,12
django__django-14792@solver_F,django__django-14792,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,76,75,0.75,0.7222,0.0556,0.6154,,0.28,0.0133,0.0,8,18,13,0,75,76,1.0,12.0,8.0,1.0,0.0,5.0,5.0,1.0,5.0,False,False,False,False,True,False,False,False,75
django__django-14855@solver_F,django__django-14855,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,13,13,0.5,0.0,0.0,0.0,1.0,0.0769,0.1538,0.0,4,1,1,1,13,13,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,False,False,False,False,False,False,False,False,13
django__django-14915@solver_F,django__django-14915,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,11,11,0.6667,0.0,0.0,0.0,2.0,0.0,0.1818,0.0,3,1,1,1,11,11,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,11
django__django-14999@solver_F,django__django-14999,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,46,46,0.8889,0.5556,0.0,0.25,,0.1957,0.0435,0.0,18,9,4,1,46,46,0.0,1.0,1.0,2.0,0.0,4.0,4.0,3.0,2.0,False,False,False,False,True,False,False,False,46
django__django-15022@solver_F,django__django-15022,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,39,39,0.7692,0.6667,0.0,0.0,,0.0769,0.1026,0.0,13,9,3,1,39,39,0.0,0.0,0.0,4.0,0.0,2.0,3.0,3.0,25.0,False,False,False,False,True,False,False,False,39
django__django-15037@solver_F,django__django-15037,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,32,32,0.6667,0.3571,0.1429,0.5,,0.0625,0.0625,0.0,3,14,2,0,32,32,0.0,1.0,1.0,2.0,0.0,1.0,8.0,1.0,6.0,False,False,False,False,True,False,False,False,32
django__django-15098@solver_F,django__django-15098,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,76,75,0.7826,0.5333,0.0,0.2,,0.08,0.08,0.0,23,15,5,1,75,76,2.0,4.0,1.0,6.0,0.0,1.0,7.0,1.0,22.0,False,False,False,False,True,False,False,False,75
django__django-15103@solver_F,django__django-15103,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,18,18,0.75,0.0,0.0,0.0,2.0,0.0,0.0556,0.0,4,2,2,1,18,18,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,False,False,False,False,False,False,False,False,18
django__django-15104@solver_F,django__django-15104,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,5,5,,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,1,0,5,5,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,True,False,False,False,True,False,False,False,5
django__django-15127@solver_F,django__django-15127,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,19,19,0.5,0.2,0.0,0.0,2.0,0.0526,0.1053,0.0,4,5,2,1,19,19,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,8.0,False,False,False,False,False,False,False,False,19
django__django-15128@solver_F,django__django-15128,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,76,75,0.8235,0.6667,0.0,0.0,,0.1067,0.12,0.0133,17,21,8,0,75,76,1.0,6.0,0.0,9.0,1.0,3.0,6.0,2.0,42.0,False,False,False,False,True,False,False,False,75
django__django-15161@solver_F,django__django-15161,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,76,75,0.92,0.75,0.0833,0.9048,,0.1333,0.0133,0.0,25,12,21,1,75,76,1.0,19.0,19.0,1.0,0.0,2.0,3.0,2.0,7.0,False,False,False,False,True,False,False,False,75
django__django-15252@solver_F,django__django-15252,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,False,26,26,0.8,0.3,0.0,0.0,1.0,0.0385,0.1538,0.0,5,10,1,4,26,26,0.0,0.0,0.0,4.0,0.0,1.0,7.0,1.0,6.0,False,False,False,False,False,False,False,False,26
django__django-15268@solver_F,django__django-15268,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,46,46,1.0,0.4615,0.0,0.0,,0.0652,0.087,0.0,12,13,5,1,46,46,0.0,2.0,0.0,4.0,0.0,2.0,6.0,3.0,0.0,False,False,False,False,True,False,False,False,46
django__django-15277@solver_F,django__django-15277,django,solver_F,SWE-agent-1.0(HAL),opus-4.6,capability_audit,True,12,12,1.0,0.0,0.0,0.0,2.0,0.0,0.1667,0.0,2,1,1,1,12,12,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,12
